video_id,label,frames,label_id,shape,format
60418,Drumming Fingers,37,1,"(100, 176)",JPEG
60422,Stop Sign,37,14,"(100, 176)",JPEG
60424,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60426,Swiping Right,37,17,"(100, 176)",JPEG
60432,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60434,Stop Sign,37,14,"(100, 176)",JPEG
60437,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60438,Swiping Down,37,15,"(100, 176)",JPEG
60440,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
60443,No gesture,37,2,"(100, 132)",JPEG
60447,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60457,Drumming Fingers,37,1,"(100, 176)",JPEG
60461,Swiping Up,37,18,"(100, 176)",JPEG
60462,Stop Sign,37,14,"(100, 132)",JPEG
60466,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
60469,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60470,Stop Sign,37,14,"(100, 176)",JPEG
60472,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60473,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60474,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60482,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60485,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
60486,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
60487,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60495,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60497,Drumming Fingers,37,1,"(100, 132)",JPEG
60499,Swiping Down,37,15,"(100, 176)",JPEG
60500,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60501,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60504,Stop Sign,37,14,"(100, 132)",JPEG
60508,Doing other things,37,0,"(100, 176)",JPEG
60511,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
60512,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60514,Drumming Fingers,37,1,"(100, 132)",JPEG
60519,Drumming Fingers,37,1,"(100, 176)",JPEG
60520,Zooming Out With Two Fingers,37,26,"(100, 100)",JPEG
60524,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60525,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60527,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60532,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
60541,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60543,Thumb Up,37,20,"(100, 176)",JPEG
60544,Swiping Down,37,15,"(100, 176)",JPEG
60545,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60547,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60562,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60564,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
60572,Stop Sign,37,14,"(100, 176)",JPEG
60573,Drumming Fingers,37,1,"(100, 176)",JPEG
60574,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
60583,Pushing Hand Away,37,5,"(100, 176)",JPEG
60587,Pushing Hand Away,37,5,"(100, 176)",JPEG
60588,Drumming Fingers,37,1,"(100, 176)",JPEG
60591,Drumming Fingers,37,1,"(100, 132)",JPEG
60592,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
60593,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60596,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60597,Swiping Left,37,16,"(100, 176)",JPEG
60599,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60604,Stop Sign,37,14,"(100, 176)",JPEG
60605,Doing other things,37,0,"(100, 176)",JPEG
60606,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
60607,Swiping Up,37,18,"(100, 176)",JPEG
60613,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60615,Pushing Hand Away,37,5,"(100, 176)",JPEG
60618,Doing other things,37,0,"(100, 176)",JPEG
60619,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60621,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
60624,Shaking Hand,37,9,"(100, 176)",JPEG
60628,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60629,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
60638,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
60640,Swiping Left,37,16,"(100, 176)",JPEG
60644,No gesture,37,2,"(100, 132)",JPEG
60647,No gesture,37,2,"(100, 176)",JPEG
60648,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60649,Pulling Hand In,37,3,"(100, 176)",JPEG
60652,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60653,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60655,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60665,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60669,Swiping Up,37,18,"(100, 176)",JPEG
60670,Doing other things,37,0,"(100, 176)",JPEG
60675,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60677,Doing other things,37,0,"(100, 176)",JPEG
60678,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
60680,Thumb Down,37,19,"(100, 176)",JPEG
60681,Shaking Hand,37,9,"(100, 176)",JPEG
60683,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60686,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60690,Drumming Fingers,37,1,"(100, 176)",JPEG
60692,Swiping Left,37,16,"(100, 132)",JPEG
60697,Pushing Hand Away,37,5,"(100, 132)",JPEG
60698,Thumb Up,37,20,"(100, 176)",JPEG
60701,Shaking Hand,37,9,"(100, 176)",JPEG
60704,Swiping Right,37,17,"(100, 176)",JPEG
60705,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60706,Swiping Right,37,17,"(100, 132)",JPEG
60707,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60708,Doing other things,37,0,"(100, 176)",JPEG
60709,Pulling Hand In,37,3,"(100, 176)",JPEG
60715,No gesture,37,2,"(100, 176)",JPEG
60717,Shaking Hand,37,9,"(100, 176)",JPEG
60719,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60721,Doing other things,37,0,"(100, 176)",JPEG
60723,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60724,Doing other things,37,0,"(100, 176)",JPEG
60725,Thumb Up,37,20,"(100, 132)",JPEG
60726,Rolling Hand Backward,37,7,"(100, 176)",JPEG
60730,Thumb Up,37,20,"(100, 176)",JPEG
60731,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60734,No gesture,37,2,"(100, 176)",JPEG
60737,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
60738,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60739,No gesture,37,2,"(100, 176)",JPEG
60741,Pushing Hand Away,37,5,"(100, 176)",JPEG
60745,Pushing Hand Away,37,5,"(100, 176)",JPEG
60749,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60750,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
60753,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60754,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
60759,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60762,Thumb Down,37,19,"(100, 176)",JPEG
60763,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
60769,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
60772,Stop Sign,37,14,"(100, 176)",JPEG
60774,Doing other things,37,0,"(100, 176)",JPEG
60779,Swiping Up,37,18,"(100, 176)",JPEG
60784,Pulling Hand In,37,3,"(100, 176)",JPEG
60785,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60789,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60790,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60791,Rolling Hand Backward,37,7,"(100, 176)",JPEG
60796,Shaking Hand,37,9,"(100, 176)",JPEG
60799,Doing other things,37,0,"(100, 176)",JPEG
60800,Rolling Hand Backward,37,7,"(100, 176)",JPEG
60803,Drumming Fingers,37,1,"(100, 176)",JPEG
60809,Pulling Hand In,37,3,"(100, 176)",JPEG
60816,Swiping Right,37,17,"(100, 176)",JPEG
60818,Swiping Down,37,15,"(100, 176)",JPEG
60819,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60820,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
60821,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60824,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60829,Swiping Up,37,18,"(100, 176)",JPEG
60835,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60840,Swiping Up,37,18,"(100, 176)",JPEG
60841,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
60844,Doing other things,37,0,"(100, 176)",JPEG
60851,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
60852,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
60853,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
60855,Pushing Hand Away,37,5,"(100, 176)",JPEG
60857,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
60859,Pulling Hand In,37,3,"(100, 176)",JPEG
60864,Stop Sign,37,14,"(100, 176)",JPEG
60867,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
60877,Pulling Hand In,37,3,"(100, 176)",JPEG
60879,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
60883,Thumb Up,37,20,"(100, 176)",JPEG
60884,Rolling Hand Backward,37,7,"(100, 132)",JPEG
60885,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
60886,Rolling Hand Forward,37,8,"(100, 176)",JPEG
60887,Swiping Up,37,18,"(100, 176)",JPEG
60892,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60895,No gesture,37,2,"(100, 176)",JPEG
60899,Rolling Hand Forward,37,8,"(100, 132)",JPEG
60900,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60903,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60908,Drumming Fingers,37,1,"(100, 176)",JPEG
60914,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
60917,Pushing Hand Away,37,5,"(100, 176)",JPEG
60919,Doing other things,37,0,"(100, 176)",JPEG
60921,Stop Sign,37,14,"(100, 176)",JPEG
60923,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60927,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60932,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
60937,Doing other things,37,0,"(100, 176)",JPEG
60939,Pulling Hand In,37,3,"(100, 176)",JPEG
60942,Shaking Hand,37,9,"(100, 176)",JPEG
60944,Thumb Up,37,20,"(100, 176)",JPEG
60945,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
60946,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
60948,Drumming Fingers,37,1,"(100, 176)",JPEG
60950,Pulling Hand In,37,3,"(100, 176)",JPEG
60956,Shaking Hand,37,9,"(100, 176)",JPEG
60958,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60959,No gesture,37,2,"(100, 176)",JPEG
60961,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
60963,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
60964,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
60969,Pushing Hand Away,37,5,"(100, 176)",JPEG
60970,No gesture,37,2,"(100, 176)",JPEG
60971,Thumb Up,37,20,"(100, 132)",JPEG
60973,Swiping Up,37,18,"(100, 176)",JPEG
60976,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
60978,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
60979,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
60980,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
60981,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
60984,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
60987,Thumb Down,37,19,"(100, 176)",JPEG
60990,Drumming Fingers,37,1,"(100, 176)",JPEG
60999,Swiping Up,37,18,"(100, 176)",JPEG
61001,No gesture,37,2,"(100, 176)",JPEG
61005,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61006,Thumb Up,37,20,"(100, 176)",JPEG
61007,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
61008,Thumb Down,37,19,"(100, 176)",JPEG
61009,Thumb Down,37,19,"(100, 176)",JPEG
61013,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61017,No gesture,37,2,"(100, 176)",JPEG
61018,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
61019,Pushing Hand Away,37,5,"(100, 176)",JPEG
61021,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61022,Thumb Up,37,20,"(100, 176)",JPEG
61023,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61029,Stop Sign,37,14,"(100, 132)",JPEG
61030,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61034,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61035,Swiping Left,37,16,"(100, 176)",JPEG
61048,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61049,Stop Sign,37,14,"(100, 132)",JPEG
61053,Pulling Hand In,37,3,"(100, 100)",JPEG
61054,Swiping Down,37,15,"(100, 176)",JPEG
61055,Swiping Down,37,15,"(100, 176)",JPEG
61061,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61062,Swiping Up,37,18,"(100, 176)",JPEG
61063,Swiping Right,37,17,"(100, 176)",JPEG
61066,Pulling Hand In,37,3,"(100, 176)",JPEG
61069,Thumb Down,37,19,"(100, 132)",JPEG
61078,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
61081,Drumming Fingers,37,1,"(100, 176)",JPEG
61084,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61093,Swiping Down,37,15,"(100, 176)",JPEG
61100,Thumb Up,37,20,"(100, 176)",JPEG
61105,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61106,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61109,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
61117,Swiping Up,37,18,"(100, 132)",JPEG
61124,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61129,Pulling Hand In,37,3,"(100, 132)",JPEG
61139,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61146,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61149,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61150,Doing other things,37,0,"(100, 176)",JPEG
61159,Thumb Up,37,20,"(100, 176)",JPEG
61161,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61163,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61169,Drumming Fingers,37,1,"(100, 176)",JPEG
61171,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61176,Swiping Left,37,16,"(100, 176)",JPEG
61178,Swiping Up,37,18,"(100, 132)",JPEG
61179,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61183,Drumming Fingers,37,1,"(100, 176)",JPEG
61184,Swiping Up,37,18,"(100, 176)",JPEG
61185,Stop Sign,37,14,"(100, 176)",JPEG
61190,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61191,Swiping Down,37,15,"(100, 176)",JPEG
61198,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61199,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61204,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61207,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61208,Drumming Fingers,37,1,"(100, 176)",JPEG
61210,Swiping Left,37,16,"(100, 176)",JPEG
61212,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61216,Doing other things,37,0,"(100, 176)",JPEG
61218,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
61234,Shaking Hand,37,9,"(100, 176)",JPEG
61237,Drumming Fingers,37,1,"(100, 176)",JPEG
61245,Doing other things,37,0,"(100, 132)",JPEG
61250,Swiping Up,37,18,"(100, 176)",JPEG
61251,Swiping Right,37,17,"(100, 176)",JPEG
61256,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
61257,Swiping Left,37,16,"(100, 176)",JPEG
61261,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61267,Shaking Hand,37,9,"(100, 132)",JPEG
61270,Stop Sign,37,14,"(100, 176)",JPEG
61275,Doing other things,37,0,"(100, 176)",JPEG
61276,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
61277,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61278,Doing other things,37,0,"(100, 176)",JPEG
61280,Swiping Up,37,18,"(100, 176)",JPEG
61285,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
61289,No gesture,37,2,"(100, 176)",JPEG
61296,Thumb Down,37,19,"(100, 176)",JPEG
61301,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61302,Swiping Right,37,17,"(100, 176)",JPEG
61303,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61314,Drumming Fingers,37,1,"(100, 176)",JPEG
61320,Rolling Hand Forward,37,8,"(100, 132)",JPEG
61321,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
61326,Drumming Fingers,37,1,"(100, 176)",JPEG
61327,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61333,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61340,Drumming Fingers,37,1,"(100, 176)",JPEG
61341,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61345,Pulling Hand In,37,3,"(100, 176)",JPEG
61348,Stop Sign,37,14,"(100, 176)",JPEG
61349,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61353,Thumb Up,37,20,"(100, 176)",JPEG
61356,Drumming Fingers,37,1,"(100, 176)",JPEG
61357,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61358,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61361,No gesture,37,2,"(100, 176)",JPEG
61362,Swiping Left,37,16,"(100, 176)",JPEG
61364,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
61368,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
61376,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
61381,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61388,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
61391,Swiping Left,37,16,"(100, 176)",JPEG
61402,Thumb Up,37,20,"(100, 176)",JPEG
61409,Doing other things,37,0,"(100, 132)",JPEG
61412,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61417,Thumb Up,37,20,"(100, 176)",JPEG
61418,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
61420,Shaking Hand,37,9,"(100, 176)",JPEG
61425,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61427,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61429,Shaking Hand,37,9,"(100, 176)",JPEG
61432,Shaking Hand,37,9,"(100, 176)",JPEG
61434,Zooming In With Two Fingers,37,24,"(100, 100)",JPEG
61436,Doing other things,37,0,"(100, 176)",JPEG
61437,Thumb Down,37,19,"(100, 176)",JPEG
61441,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
61443,No gesture,37,2,"(100, 176)",JPEG
61444,Doing other things,37,0,"(100, 176)",JPEG
61445,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61451,Thumb Up,37,20,"(100, 176)",JPEG
61453,Stop Sign,37,14,"(100, 176)",JPEG
61455,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61456,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61459,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
61462,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61466,Drumming Fingers,37,1,"(100, 132)",JPEG
61467,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61470,Thumb Up,37,20,"(100, 176)",JPEG
61472,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61480,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
61483,Swiping Up,37,18,"(100, 176)",JPEG
61484,Doing other things,37,0,"(100, 176)",JPEG
61488,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
61490,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
61491,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61493,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61495,Pulling Hand In,37,3,"(100, 132)",JPEG
61497,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61502,Stop Sign,37,14,"(100, 176)",JPEG
61505,Doing other things,37,0,"(100, 176)",JPEG
61508,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61510,Pushing Hand Away,37,5,"(100, 176)",JPEG
61511,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61517,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61518,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
61521,Zooming In With Full Hand,37,23,"(100, 176)",JPEG
61524,Pushing Hand Away,37,5,"(100, 176)",JPEG
61526,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61531,No gesture,37,2,"(100, 176)",JPEG
61532,Stop Sign,37,14,"(100, 132)",JPEG
61533,Drumming Fingers,37,1,"(100, 176)",JPEG
61537,Stop Sign,37,14,"(100, 176)",JPEG
61538,Swiping Left,37,16,"(100, 176)",JPEG
61541,Doing other things,37,0,"(100, 176)",JPEG
61544,Swiping Right,37,17,"(100, 176)",JPEG
61547,Thumb Up,37,20,"(100, 132)",JPEG
61549,Stop Sign,37,14,"(100, 176)",JPEG
61550,Swiping Right,37,17,"(100, 176)",JPEG
61553,Zooming Out With Full Hand,37,25,"(100, 132)",JPEG
61560,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
61562,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
61566,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
61567,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61568,Swiping Down,37,15,"(100, 176)",JPEG
61573,No gesture,37,2,"(100, 176)",JPEG
61575,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61578,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61579,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61580,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
61582,Swiping Right,37,17,"(100, 132)",JPEG
61587,Stop Sign,37,14,"(100, 132)",JPEG
61589,Doing other things,37,0,"(100, 132)",JPEG
61596,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61599,Pulling Two Fingers In,37,4,"(100, 132)",JPEG
61600,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61608,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61609,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
61613,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61615,Drumming Fingers,37,1,"(100, 176)",JPEG
61620,Swiping Up,37,18,"(100, 176)",JPEG
61622,Thumb Down,37,19,"(100, 176)",JPEG
61624,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
61629,Doing other things,37,0,"(100, 176)",JPEG
61630,Pushing Hand Away,37,5,"(100, 132)",JPEG
61631,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
61632,Swiping Up,37,18,"(100, 176)",JPEG
61638,Turning Hand Clockwise,37,21,"(100, 176)",JPEG
61639,No gesture,37,2,"(100, 132)",JPEG
61640,Stop Sign,37,14,"(100, 176)",JPEG
61642,Swiping Down,37,15,"(100, 176)",JPEG
61643,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
61644,No gesture,37,2,"(100, 132)",JPEG
61648,Rolling Hand Forward,37,8,"(100, 132)",JPEG
61650,Drumming Fingers,37,1,"(100, 176)",JPEG
61653,Swiping Right,37,17,"(100, 176)",JPEG
61656,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61657,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61659,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
61662,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
61663,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61664,Swiping Left,37,16,"(100, 176)",JPEG
61666,Rolling Hand Forward,37,8,"(100, 132)",JPEG
61670,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
61671,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61672,Stop Sign,37,14,"(100, 176)",JPEG
61674,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61676,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61678,Swiping Up,37,18,"(100, 142)",JPEG
61692,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61694,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61695,Thumb Down,37,19,"(100, 176)",JPEG
61699,Turning Hand Counterclockwise,37,22,"(100, 132)",JPEG
61700,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61701,Turning Hand Clockwise,37,21,"(100, 132)",JPEG
61702,Rolling Hand Backward,37,7,"(100, 132)",JPEG
61703,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61708,Stop Sign,37,14,"(100, 132)",JPEG
61710,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61712,Pushing Two Fingers Away,37,6,"(100, 176)",JPEG
61713,Pushing Hand Away,37,5,"(100, 176)",JPEG
61714,Rolling Hand Backward,37,7,"(100, 176)",JPEG
61715,Pushing Two Fingers Away,37,6,"(100, 132)",JPEG
61718,No gesture,37,2,"(100, 176)",JPEG
61723,Thumb Down,37,19,"(100, 176)",JPEG
61726,Rolling Hand Backward,37,7,"(100, 176)",JPEG
61729,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61730,Turning Hand Counterclockwise,37,22,"(100, 176)",JPEG
61736,Zooming Out With Full Hand,37,25,"(100, 176)",JPEG
61738,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61739,Doing other things,37,0,"(100, 176)",JPEG
61741,Rolling Hand Backward,37,7,"(100, 176)",JPEG
61742,Zooming In With Full Hand,37,23,"(100, 132)",JPEG
61743,Pushing Hand Away,37,5,"(100, 176)",JPEG
61749,Pushing Hand Away,37,5,"(100, 176)",JPEG
61752,Thumb Up,37,20,"(100, 176)",JPEG
61753,Thumb Down,37,19,"(100, 132)",JPEG
61754,Rolling Hand Forward,37,8,"(100, 176)",JPEG
61755,Pulling Hand In,37,3,"(100, 176)",JPEG
61756,Thumb Down,37,19,"(100, 176)",JPEG
61762,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
61766,Pushing Hand Away,37,5,"(100, 176)",JPEG
61768,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61769,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61773,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
61779,Drumming Fingers,37,1,"(100, 176)",JPEG
61783,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
61784,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
61785,Shaking Hand,37,9,"(100, 176)",JPEG
61786,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
61792,Swiping Down,37,15,"(100, 176)",JPEG
61793,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
61799,Shaking Hand,37,9,"(100, 132)",JPEG
61801,Pulling Two Fingers In,37,4,"(100, 176)",JPEG
61803,No gesture,37,2,"(100, 176)",JPEG
61804,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
